student_id;attendance_pct;absence_hours;homework_pct;study_hours_per_week;midterm_score;informatique;mathematique;svt;physique;sport;education_islamique;francais;arabe;pass
267;83.8;22;95.9;12;66.3;82.5;53.9;71.3;60.0;63.4;66.3;68.3;64.6;1
268;32.0;159;63.0;5;29.7;27.3;32.2;30.6;25.4;51.0;34.1;25.1;11.8;0
269;76.0;45;55.0;10;65.2;73.7;68.4;59.6;59.2;94.8;71.5;55.7;38.6;1
270;78.2;39;81.0;6;57.5;59.3;43.7;58.7;69.8;48.5;62.3;51.3;66.5;0
271;73.3;44;59.7;10;60.6;60.2;59.0;62.3;40.0;75.4;42.7;50.6;94.6;0
272;46.0;88;35.6;1;50.1;39.1;46.8;64.7;56.0;45.9;55.9;41.3;51.2;0
273;84.7;26;91.6;12;80.3;88.9;80.8;69.5;77.8;83.1;100.0;79.0;63.3;1
274;43.6;128;42.6;3;46.4;37.3;38.9;31.8;49.5;72.2;36.3;40.1;65.2;0
275;88.6;10;84.1;7;81.1;77.8;85.6;81.6;86.1;59.2;100.0;100.0;58.8;1
276;92.8;14;66.7;12;75.4;66.9;77.3;55.1;74.3;90.8;84.5;93.4;60.9;1
277;92.6;10;76.5;13;75.9;83.1;66.6;54.5;65.4;82.4;94.1;71.5;89.8;1
278;71.8;57;71.8;9;75.0;84.5;74.4;79.1;77.1;59.0;75.1;75.7;75.1;1
279;43.3;96;42.1;2;49.2;42.8;69.5;38.6;37.9;64.7;10.8;47.0;82.2;0
280;27.6;161;13.3;1;46.2;44.5;54.4;64.9;65.7;44.7;13.4;38.9;43.2;0
281;40.4;117;38.4;4;49.2;54.9;46.4;44.6;52.0;45.3;89.1;25.2;36.1;0
282;82.9;13;84.2;13;75.8;90.9;87.8;61.2;82.5;50.7;67.9;70.8;94.7;1
283;85.1;34;60.0;12;63.1;52.2;57.8;65.9;65.1;87.1;58.6;64.3;53.8;1
284;85.6;33;84.2;9;59.8;66.5;58.1;48.7;76.1;72.7;57.8;48.1;50.5;1
285;85.4;17;72.7;6;58.5;83.9;78.3;63.7;63.2;20.3;36.3;51.4;70.9;0
286;81.1;45;59.2;9;80.3;67.8;85.6;71.3;94.6;100.0;66.7;76.5;79.6;1
287;20.5;143;45.7;2;46.8;45.4;41.0;40.5;40.9;71.5;36.2;53.2;45.8;0
288;72.6;67;75.6;11;65.1;63.1;68.2;77.5;65.7;72.4;64.7;73.3;35.9;1
289;67.5;62;86.6;12;67.8;68.9;70.8;43.6;57.9;59.3;81.4;98.1;62.5;1
290;28.9;129;46.6;4;39.9;43.7;38.8;22.9;37.6;54.1;60.1;33.3;28.8;0
291;95.0;25;61.1;11;63.7;53.2;64.7;61.2;44.8;84.3;89.9;67.2;44.4;1
292;39.9;122;43.0;1;52.0;25.0;54.4;48.2;51.3;44.6;69.8;66.6;56.2;0
293;53.9;100;53.5;6;42.6;44.7;50.9;53.9;34.0;56.5;19.2;49.2;32.4;1
294;74.8;48;81.9;6;60.2;59.6;56.2;41.4;51.4;66.6;71.6;58.6;76.1;1
295;87.6;24;67.5;9;63.4;65.8;59.4;70.1;51.9;81.6;50.4;73.8;54.3;1
296;90.4;38;98.7;9;78.0;75.5;67.6;98.8;72.6;80.0;98.8;68.9;61.7;1
297;59.3;77;32.5;5;45.7;32.1;58.7;48.7;60.4;42.3;28.2;51.0;44.3;1
298;73.4;72;98.6;8;59.4;56.8;57.6;42.4;77.5;36.0;63.1;73.7;68.1;1
299;42.4;104;17.2;1;40.5;32.1;34.8;40.7;19.0;74.0;46.9;30.0;46.4;0
300;60.0;82;20.9;2;20.4;20.1;16.7;10.0;10.0;24.4;48.9;10.0;23.5;0
301;27.3;134;47.4;2;32.9;33.0;39.6;22.5;33.4;36.1;14.1;60.3;24.2;0
302;78.0;30;64.3;14;81.0;90.0;80.3;81.8;75.8;63.9;86.4;71.8;97.9;1
303;30.3;151;62.5;2;41.4;45.0;57.4;21.6;44.9;32.9;23.8;48.6;57.1;0
304;63.3;74;56.9;5;46.1;57.7;53.8;48.7;40.3;35.3;36.3;44.3;52.4;1
305;90.4;12;77.3;10;77.3;71.8;68.8;73.4;85.4;67.0;75.9;87.2;88.9;1
306;74.3;39;92.0;12;65.8;85.4;72.5;49.1;60.9;68.5;47.9;68.1;74.0;1
307;86.7;48;67.5;10;63.1;58.6;42.0;60.8;65.2;54.2;92.7;67.0;64.3;0
308;93.8;29;82.7;6;71.4;64.0;70.5;60.5;88.1;100.0;52.6;74.0;61.8;1
309;49.1;146;48.1;4;41.7;46.3;44.6;52.2;42.4;26.7;34.5;44.6;42.2;0
310;88.7;12;70.9;9;83.9;82.3;87.4;63.5;63.4;91.8;95.7;100.0;87.2;1
311;91.4;0;75.3;10;90.4;98.4;100.0;96.7;100.0;81.0;92.9;94.0;60.3;1
312;31.3;141;25.6;4;46.0;52.0;42.6;56.9;43.8;44.9;37.9;52.6;37.4;0
313;92.8;13;62.1;7;82.2;72.4;83.1;70.2;75.1;94.7;94.7;94.7;72.7;1
314;95.1;35;64.7;7;58.0;57.5;65.3;56.1;72.4;58.6;37.5;71.9;44.7;1
315;76.5;18;48.5;6;77.6;60.4;75.2;69.3;93.2;97.6;56.1;82.5;86.5;1
316;78.6;37;57.1;9;74.4;84.5;74.8;67.4;81.0;87.8;54.2;92.1;53.5;1
317;78.8;70;74.4;8;70.9;59.5;85.1;72.8;68.8;77.5;97.1;55.1;51.2;1
318;77.2;71;78.5;6;76.2;73.3;69.7;64.9;79.8;55.2;95.5;95.5;75.6;1
319;74.9;43;83.4;10;52.0;45.9;62.0;66.5;47.0;50.1;29.5;47.5;67.4;0
320;77.4;45;73.8;6;77.3;74.8;80.2;83.5;74.2;52.0;100.0;73.3;80.1;1
321;53.1;84;63.0;1;42.6;40.3;40.7;33.3;45.3;16.2;66.5;46.4;52.0;0
322;79.8;35;72.9;10;65.5;59.3;61.7;44.7;80.0;54.2;93.5;81.8;48.6;1
323;32.1;139;63.0;5;38.7;41.3;50.6;39.7;29.3;21.2;48.1;32.9;46.6;0
324;74.3;51;67.0;12;78.2;87.5;82.1;94.7;74.6;70.2;50.1;73.2;93.2;1
325;85.4;2;82.5;4;61.4;74.2;62.6;72.9;53.2;88.6;33.0;56.5;50.2;0
326;68.2;65;79.3;14;99.0;100.0;100.0;100.0;98.4;100.0;100.0;94.0;100.0;1
327;83.5;61;89.6;7;75.5;84.2;82.0;72.8;75.4;92.6;97.0;47.2;52.8;1
328;95.8;0;74.1;8;64.7;43.0;71.7;56.8;56.5;68.8;78.2;69.3;73.2;1
329;78.3;43;73.8;11;71.3;70.1;71.6;46.6;72.5;61.4;81.7;76.2;90.2;1
330;96.2;8;96.9;13;78.6;85.8;82.2;73.7;80.7;76.4;58.3;93.8;77.9;1
331;100.0;17;55.2;8;76.3;85.2;83.4;68.9;70.8;87.7;51.2;74.3;88.8;1
332;33.2;121;63.0;4;26.4;12.8;23.7;37.6;25.5;38.4;12.8;39.6;20.9;0
333;84.1;46;76.7;6;65.6;69.0;72.4;68.6;66.3;30.5;59.1;64.7;94.3;1
334;90.2;21;99.5;11;69.3;75.3;66.0;68.4;70.8;100.0;26.8;88.3;58.6;1
335;71.7;69;94.5;11;87.3;99.9;91.2;85.5;90.3;99.9;70.1;78.8;82.6;1
336;22.0;168;42.9;1;39.6;31.8;48.6;20.8;47.6;50.4;10.0;72.1;35.9;0
337;76.1;49;58.3;9;74.9;82.6;90.0;81.3;68.2;82.6;33.5;90.2;70.9;1
338;85.5;23;96.4;7;85.2;100.0;86.2;79.5;95.0;80.0;70.3;82.6;88.1;1
339;96.1;10;50.9;10;81.6;93.9;80.3;78.8;86.2;82.8;72.2;87.5;71.0;1
340;36.9;131;33.6;5;15.9;11.5;10.0;15.6;16.5;24.0;10.0;29.9;10.0;0
341;49.9;95;51.4;1;44.3;26.5;55.4;38.7;39.5;39.2;53.2;46.5;55.4;0
342;71.9;55;67.6;9;93.1;98.1;91.4;85.8;88.9;87.8;98.1;98.1;96.6;1
343;54.9;94;27.5;2;33.3;28.8;37.6;22.3;32.9;46.2;10.0;60.1;28.3;0
344;22.7;169;43.2;3;38.6;42.5;37.4;40.3;34.4;70.9;10.0;37.2;36.3;0
345;91.3;21;66.2;6;77.4;92.4;68.6;90.2;98.8;70.0;49.1;72.2;77.7;1
346;48.6;77;32.7;5;30.1;41.3;14.3;28.0;58.3;30.0;10.1;29.5;29.4;0
347;85.4;32;87.3;7;90.9;100.0;88.0;100.0;90.1;98.0;71.9;79.5;100.0;1
348;80.0;31;66.0;8;82.3;83.2;84.5;63.3;71.1;91.1;68.2;98.1;98.9;1
349;90.5;11;100.0;9;81.8;93.1;88.8;75.0;78.4;93.1;71.7;66.4;88.0;1
350;84.7;34;80.6;7;60.5;68.9;58.3;75.7;53.6;38.8;58.4;58.8;71.4;1
351;77.0;64;97.2;14;75.6;73.4;91.5;95.5;91.7;83.6;19.0;75.6;74.6;1
352;48.2;89;55.5;5;42.5;40.3;55.3;40.2;42.8;38.3;54.9;53.4;14.9;1
353;93.2;8;98.1;7;67.2;60.3;69.5;46.5;57.8;98.7;47.5;84.1;73.2;1
354;67.7;68;86.9;9;71.9;73.2;73.4;81.4;72.2;41.0;58.1;96.6;79.3;1
355;100.0;0;97.5;10;78.7;61.4;78.9;92.1;73.4;87.1;97.6;67.0;72.0;1
356;47.8;125;44.1;4;42.3;27.8;37.9;31.4;47.6;63.2;56.0;41.0;33.5;1
357;73.3;68;100.0;8;82.0;78.4;91.2;92.3;99.5;74.5;55.6;77.4;87.1;1
358;84.5;60;72.5;6;80.2;81.1;80.7;82.7;80.0;95.1;85.1;72.4;64.5;1
359;81.8;42;82.4;9;78.8;87.5;88.1;80.0;67.4;72.2;80.1;55.3;100.0;1
360;85.3;37;83.3;13;70.3;68.5;68.3;61.1;84.6;62.1;85.0;45.3;87.3;1
361;83.4;67;72.2;7;58.0;47.1;70.2;54.7;64.6;59.8;55.3;64.6;47.7;0
362;83.2;17;52.0;9;54.4;60.6;47.7;59.1;45.8;67.9;38.3;52.8;63.0;0
363;77.0;72;77.2;6;81.7;92.6;75.0;83.0;58.3;92.6;91.4;68.0;92.6;1
364;54.7;106;48.5;6;41.8;40.2;43.4;40.7;57.6;38.4;21.1;42.9;50.2;1
365;31.2;134;24.9;6;32.1;29.0;29.7;39.5;41.2;26.5;10.5;49.2;31.2;0
366;60.0;75;12.0;3;52.0;50.6;54.9;46.7;50.0;46.1;39.0;68.8;59.8;0
367;86.3;18;89.3;9;68.7;72.1;64.3;66.2;67.1;100.0;12.7;69.4;97.6;1
368;85.1;0;88.5;10;70.0;67.2;59.7;56.3;60.6;95.1;95.1;67.9;58.1;1
369;73.4;18;84.6;14;73.8;79.2;79.4;55.1;74.1;81.6;70.9;62.3;87.8;1
370;39.0;131;20.2;1;49.1;59.9;56.0;53.2;49.4;50.4;20.0;49.5;54.4;0
371;89.5;36;77.4;11;88.1;91.7;87.0;76.2;93.6;98.9;94.5;98.9;64.1;1
372;73.6;53;90.0;10;86.9;84.4;90.5;75.2;81.9;100.0;100.0;96.8;66.2;1
373;80.8;22;60.9;12;70.7;80.8;76.1;96.9;73.9;52.5;33.2;80.1;72.1;1
374;28.7;163;57.6;4;38.8;44.6;32.2;26.5;45.3;45.9;41.7;27.0;47.1;0
375;77.2;23;76.6;13;70.1;60.6;78.0;73.9;69.9;60.9;81.8;60.0;75.7;1
376;35.7;129;28.4;2;36.0;39.0;10.8;27.7;33.1;66.7;12.9;38.7;59.0;0
377;64.5;59;75.7;6;53.5;42.8;69.2;59.5;60.1;60.0;14.8;55.3;66.3;0
378;76.3;41;91.5;11;91.3;91.8;98.6;100.0;84.7;59.8;100.0;95.4;100.0;1
379;52.5;81;33.3;1;52.0;35.9;54.2;42.2;45.9;56.1;70.3;42.1;69.3;0
380;65.0;72;88.6;7;88.3;84.0;95.3;100.0;96.5;70.1;80.1;90.6;90.1;1
381;50.5;87;12.8;3;36.7;37.0;42.9;17.7;38.1;26.9;56.1;33.9;41.2;0
382;97.9;12;91.9;12;71.5;62.9;63.8;69.7;59.8;93.7;61.7;73.3;87.1;1
383;53.3;106;21.3;3;45.8;34.0;40.5;56.1;38.3;39.1;79.8;44.5;34.2;0
384;34.2;136;45.7;1;37.1;49.0;40.8;28.3;46.8;30.2;10.0;33.9;57.7;0
385;58.5;64;54.2;8;40.7;24.5;43.3;42.5;54.6;45.6;31.8;40.7;42.5;1
386;26.3;156;63.0;3;40.7;45.6;37.6;31.6;43.9;46.3;20.7;57.0;42.9;0
387;90.6;31;97.5;10;78.5;74.8;81.9;82.9;72.9;100.0;50.6;64.7;100.0;1
388;90.4;19;63.6;11;89.2;96.7;73.9;93.6;96.4;96.7;81.4;82.2;92.6;1
389;51.2;95;49.4;4;30.8;14.1;20.7;34.6;24.4;75.6;27.7;24.2;25.0;0
390;78.3;32;77.2;12;77.0;75.3;81.4;85.4;95.3;57.7;77.5;86.4;57.0;1
391;76.5;45;68.5;8;77.7;71.5;80.0;96.0;91.8;38.6;89.7;74.7;79.4;1
392;53.4;80;55.4;6;43.3;34.1;40.2;45.2;46.3;28.7;44.8;51.1;56.1;1
393;42.4;113;37.9;3;29.8;36.7;33.7;26.2;31.2;12.7;44.7;28.2;25.1;0
394;39.4;116;40.1;2;44.3;58.0;52.3;32.2;42.6;29.0;34.8;68.1;37.4;0
395;87.2;8;85.6;7;68.3;65.4;54.3;80.3;92.8;77.2;43.1;65.9;67.4;1
396;32.8;144;53.0;4;29.9;32.7;30.9;49.1;10.0;74.0;10.0;10.0;22.5;0
397;78.8;61;83.6;6;73.9;74.0;75.5;79.8;85.1;41.4;87.4;71.0;77.0;1
398;53.6;85;24.3;1;23.5;41.9;27.8;15.1;24.2;15.1;15.1;33.7;15.1;0
399;94.0;23;77.0;10;73.5;79.6;74.1;78.0;69.9;82.6;64.3;71.8;67.7;1
400;38.4;140;31.4;3;49.5;41.3;62.9;50.4;59.3;35.7;57.0;57.9;31.6;0
401;79.9;38;87.2;7;62.8;75.5;51.5;93.7;80.5;61.4;23.7;70.8;45.4;0
402;88.0;36;83.8;7;86.0;96.7;86.8;71.2;95.5;81.3;56.2;100.0;100.0;1
403;74.7;42;88.0;8;54.1;68.4;46.6;60.1;47.0;42.8;74.7;47.1;46.0;0
404;94.2;5;100.0;11;70.1;78.0;79.5;66.4;83.7;78.9;39.5;65.1;69.7;1
405;42.3;118;63.0;3;32.3;22.2;28.0;32.1;36.6;25.2;61.8;37.5;15.1;0
406;60.0;111;45.6;1;52.0;43.8;40.7;42.3;50.6;69.7;56.7;45.5;66.6;0
407;81.2;37;92.4;9;79.7;81.1;78.9;96.3;74.9;66.7;100.0;94.2;45.7;1
408;37.3;123;15.6;1;17.5;10.0;10.0;10.0;10.0;10.0;41.9;27.2;20.6;0
409;39.7;120;63.0;1;27.9;44.4;20.5;19.9;10.0;40.9;42.9;32.2;12.5;0
410;77.6;28;59.9;10;66.3;65.4;66.2;63.7;73.8;71.2;63.3;72.0;54.8;1
411;84.9;17;80.1;6;85.0;82.6;89.8;91.8;82.0;74.4;96.7;90.4;72.4;1
412;35.1;147;12.0;3;38.3;41.1;46.8;29.8;47.7;26.9;54.6;18.5;41.0;0
413;23.2;139;37.3;3;34.8;30.5;21.3;16.6;22.4;74.7;47.4;37.1;28.5;0
414;44.7;83;12.0;1;35.2;26.7;24.5;37.9;45.7;60.5;47.4;25.8;13.1;0
415;25.4;134;23.2;1;37.7;42.0;37.0;38.7;48.9;15.0;47.8;38.4;33.6;0
416;92.0;20;90.3;7;74.4;73.6;80.4;79.4;92.8;45.7;73.6;64.5;85.3;1
417;26.8;125;45.8;2;33.1;22.6;34.8;26.9;32.9;60.5;33.0;19.9;34.2;0
418;79.1;37;70.9;6;84.3;84.2;75.1;87.2;75.5;79.6;98.1;92.7;82.1;1
419;68.1;53;100.0;14;82.5;79.2;76.5;94.2;82.7;64.6;70.0;94.9;97.8;1
420;97.8;8;88.6;9;58.0;53.3;54.3;53.9;41.3;64.4;67.2;62.2;67.5;1
421;89.4;22;72.3;9;76.8;86.8;81.3;99.7;96.7;78.4;10.0;92.9;68.7;1
422;76.8;23;72.4;8;81.5;75.2;88.4;92.9;91.8;70.3;64.5;79.4;89.6;1
423;97.4;0;49.3;9;64.0;69.6;63.8;64.9;68.2;50.4;50.4;88.4;56.3;1
424;50.4;91;41.1;1;23.3;27.4;23.2;27.7;10.0;50.0;10.0;20.4;17.5;0
425;82.4;35;96.7;8;63.9;66.2;93.9;77.7;66.6;49.1;28.9;56.9;72.0;1
426;96.8;10;93.7;10;73.1;74.1;91.4;77.2;78.5;35.0;75.0;90.2;63.3;1
427;77.2;39;89.1;6;85.5;80.1;76.1;88.1;98.5;98.5;65.0;98.5;79.2;1
428;96.4;21;89.3;6;67.0;62.9;54.2;54.4;44.2;59.6;94.4;71.9;94.3;1
429;91.9;14;92.4;14;79.4;87.4;87.2;71.8;70.6;79.8;95.3;87.4;55.7;1
430;100.0;40;69.0;9;67.9;69.1;60.8;76.2;73.6;63.0;85.2;56.0;59.3;1
431;65.9;68;59.5;14;90.8;98.7;88.4;86.9;90.0;87.0;84.8;98.7;91.8;1
432;50.1;80;55.4;3;31.6;30.3;28.1;30.2;29.1;81.0;10.0;10.0;34.3;0
433;80.6;17;82.4;11;87.6;80.9;89.4;94.9;98.8;98.8;85.2;74.8;78.0;1
434;78.7;37;87.2;10;64.1;67.9;61.6;65.4;62.6;91.6;64.3;54.1;45.4;1
435;86.2;8;48.0;9;74.1;61.6;76.5;73.4;71.8;77.0;72.9;87.0;72.7;1
436;28.4;125;63.0;3;34.3;33.9;29.1;47.3;26.8;13.2;49.7;42.0;32.5;0
437;90.1;29;77.5;10;85.4;93.0;100.0;67.4;100.0;59.3;79.6;92.9;91.2;1
438;93.1;18;63.2;10;70.8;70.8;72.1;65.4;66.8;77.2;92.2;63.6;58.4;1
439;89.5;0;77.5;12;67.8;63.0;63.0;67.5;62.6;83.2;62.0;70.3;70.7;1
440;85.8;48;77.7;11;68.8;63.7;56.9;68.1;58.4;79.3;97.2;55.8;71.0;1
441;68.2;48;84.4;7;70.4;77.9;77.6;70.8;62.8;100.0;54.1;42.5;77.4;1
442;74.1;73;91.8;9;81.4;73.3;81.4;84.5;99.2;72.2;72.3;91.6;76.7;1
443;85.4;25;56.3;15;63.9;59.0;72.7;44.8;77.2;74.5;68.5;46.5;67.9;1
444;77.5;37;95.7;7;75.0;62.9;77.9;78.6;83.6;37.1;96.1;97.7;66.0;1
445;100.0;15;74.3;6;73.2;63.5;67.7;78.4;71.9;83.6;77.1;78.1;65.4;1
446;45.3;125;28.0;4;33.9;39.5;43.3;36.4;32.7;18.0;18.6;37.6;45.0;0
447;53.1;101;34.8;1;27.5;31.2;26.2;25.2;23.1;51.3;24.7;25.8;12.6;0
448;29.4;169;31.4;2;39.5;44.6;52.1;39.0;41.0;17.2;27.5;50.7;43.9;0
449;65.5;68;56.2;5;50.1;60.5;46.2;56.8;57.4;53.2;10.0;49.3;67.5;1
450;88.7;29;84.2;6;69.5;77.3;81.7;71.6;76.8;73.5;51.5;43.9;79.7;1
451;85.6;26;69.3;6;81.7;87.3;94.8;58.2;75.4;77.5;100.0;60.4;100.0;1
452;85.2;45;76.7;9;72.1;56.1;69.2;62.5;59.9;94.6;76.0;74.7;83.8;1
453;28.8;136;63.0;1;32.8;40.8;36.5;33.1;34.8;15.4;12.1;44.4;45.3;0
454;58.8;99;29.9;4;36.7;47.8;39.1;33.9;46.2;50.5;22.5;20.3;33.3;0
455;97.6;24;94.1;7;65.5;52.2;67.1;56.7;78.1;48.1;88.7;65.9;67.3;1
456;39.3;105;30.0;5;45.7;33.8;48.6;50.9;43.5;60.3;18.9;40.1;69.4;1
457;84.6;42;79.8;15;63.4;75.4;56.5;68.2;49.9;45.1;67.3;69.2;75.6;1
458;71.1;71;53.2;7;44.0;50.4;51.4;52.9;33.8;25.8;50.5;26.4;60.8;1
459;91.8;46;82.6;7;88.4;85.9;88.0;86.6;89.2;82.0;83.6;96.0;96.0;1
460;71.4;49;76.5;7;90.3;73.9;92.8;98.1;94.3;92.5;97.4;98.1;75.3;1
461;83.0;50;71.7;7;73.0;78.6;77.5;74.6;77.7;56.9;66.1;75.5;77.1;1
462;86.9;39;76.1;9;94.8;100.0;100.0;100.0;100.0;100.0;68.5;89.5;100.0;1
463;85.9;17;74.7;13;62.7;78.5;64.2;73.0;81.7;49.4;61.1;59.7;34.0;1
464;81.2;33;90.3;11;81.6;73.2;88.7;74.3;82.5;83.1;98.2;92.4;60.4;1
465;31.1;153;49.1;2;35.4;30.8;29.3;37.5;25.6;60.3;11.6;37.5;50.5;0
466;71.6;55;73.2;12;86.3;80.9;94.8;100.0;77.6;64.0;93.0;96.3;83.6;1
467;90.1;20;68.1;6;72.2;67.8;62.4;50.6;65.9;88.5;98.2;86.0;58.3;1
468;73.6;23;85.0;11;79.6;67.8;76.3;81.8;83.4;79.4;83.8;77.6;86.8;1
469;46.1;115;41.9;2;39.7;43.0;43.0;55.1;42.7;27.3;59.8;22.6;24.1;0
470;87.0;17;85.2;6;72.6;68.2;79.7;80.9;72.9;62.2;43.4;91.6;82.0;1
471;77.6;51;88.1;9;73.3;67.1;72.0;75.7;69.9;87.8;100.0;64.6;49.4;1
472;66.0;69;75.9;8;77.6;67.7;70.7;86.7;84.6;74.9;46.9;89.5;100.0;1
473;86.5;42;66.1;10;63.7;68.4;55.2;64.2;71.7;60.9;61.5;51.6;76.1;1
474;36.5;122;12.0;2;46.8;61.7;47.3;48.0;43.2;43.0;38.5;40.4;52.3;0
475;75.6;56;62.9;7;93.9;100.0;89.7;100.0;96.0;100.0;75.6;99.1;90.7;1
476;77.1;56;88.3;6;81.1;71.9;74.9;78.2;83.2;77.6;90.2;99.6;73.1;1
477;25.8;132;52.6;5;42.1;46.6;40.0;54.9;35.7;41.9;25.8;49.5;42.4;0
478;85.6;29;78.3;7;81.6;65.5;91.1;80.6;74.0;93.8;93.8;73.5;80.6;1
479;75.1;54;75.9;9;77.7;87.7;83.8;68.8;73.7;71.2;75.9;95.8;64.7;1
480;80.8;36;91.3;9;80.1;80.1;75.9;84.9;63.6;70.3;84.1;84.5;97.4;1
481;71.9;68;88.0;6;62.6;53.1;64.4;61.6;67.8;57.7;55.4;80.0;60.7;0
482;91.4;8;74.8;14;69.9;85.6;67.3;88.0;78.4;67.3;30.5;70.1;71.9;1
483;54.7;102;63.0;1;45.4;58.5;51.2;26.4;46.4;24.6;43.3;60.5;52.3;0
484;94.3;13;82.8;6;58.0;55.5;50.8;38.9;51.0;53.7;72.3;60.1;81.7;1
485;74.7;45;90.3;10;82.3;93.6;84.9;75.4;82.8;78.1;93.6;67.5;82.4;1
486;47.0;106;41.5;5;45.2;51.2;51.1;53.5;32.6;43.0;16.4;65.7;48.1;0
487;55.3;88;64.8;6;41.6;43.9;35.0;39.7;45.6;45.0;15.7;62.2;45.7;1
488;84.3;26;83.6;8;80.1;68.1;81.1;93.5;83.6;95.5;65.6;56.3;97.0;1
489;60.0;65;62.6;2;30.4;10.0;21.5;39.9;21.0;28.3;52.5;17.0;52.8;0
490;60.0;75;39.2;2;44.6;38.8;59.3;63.8;51.8;25.1;23.3;51.8;42.9;0
491;80.9;24;92.3;11;88.4;77.8;86.6;86.2;92.9;89.7;92.9;88.3;92.9;1
492;81.1;48;78.2;12;90.2;91.2;100.0;67.6;78.9;100.0;92.0;99.6;92.7;1
493;89.1;40;66.6;11;84.8;100.0;87.1;88.4;71.7;74.8;81.2;99.1;76.3;1
494;91.2;13;78.0;9;78.2;75.5;67.8;77.0;75.4;69.4;88.9;88.3;83.2;1
495;53.0;98;49.1;2;35.3;33.0;37.0;40.3;22.4;25.2;42.0;41.1;41.3;0
496;56.4;92;39.0;4;45.8;33.8;45.1;51.7;34.4;66.9;36.5;61.1;36.8;1
497;74.8;47;71.6;9;72.5;76.0;71.5;71.9;57.3;80.5;70.7;93.6;58.6;1
498;67.7;43;86.7;10;66.9;81.5;76.1;38.8;62.1;99.3;55.7;59.8;61.9;1
499;31.8;139;17.1;4;24.6;29.0;10.4;10.4;31.4;31.2;10.0;36.1;38.6;0
500;86.4;25;65.4;8;78.6;95.8;75.7;70.0;88.0;76.6;72.6;63.4;86.7;1
501;42.5;132;50.1;3;37.9;30.2;47.1;24.9;35.8;19.1;60.5;42.5;43.1;0
502;74.0;38;73.8;8;79.5;97.1;72.0;74.9;98.9;75.1;54.8;86.6;76.6;1
503;34.6;103;25.7;6;37.0;50.4;39.8;27.0;27.1;48.9;30.0;10.4;62.3;0
504;80.1;55;98.9;13;67.0;63.0;56.5;64.9;73.1;60.3;62.8;84.4;71.1;1
505;34.6;137;50.8;3;19.6;16.8;13.9;23.6;10.0;20.5;10.0;19.1;43.1;0
506;75.0;35;67.4;8;77.2;74.3;76.0;76.0;54.2;90.0;90.7;80.9;75.7;1
507;86.0;44;92.5;14;67.4;75.6;75.5;59.5;73.9;56.5;66.2;62.2;69.7;1
508;80.3;44;79.4;6;63.0;50.7;66.2;61.2;64.1;86.9;51.9;51.2;71.8;1
509;48.1;104;38.4;5;37.3;35.1;28.3;35.7;47.4;43.8;35.5;32.8;39.8;0
510;50.5;106;49.5;2;41.6;31.4;42.7;17.7;45.8;54.7;57.9;36.4;46.1;0
511;96.8;22;97.8;9;77.3;65.9;78.7;95.6;89.7;88.3;47.8;80.3;72.1;1
512;87.0;44;66.7;7;58.0;62.0;67.1;65.9;56.4;40.8;43.8;56.6;71.5;1
513;76.8;45;100.0;12;83.3;94.9;78.2;79.4;81.2;93.8;93.7;73.5;71.7;1
514;49.4;98;51.0;2;26.3;31.3;37.7;11.9;21.2;17.3;54.9;24.6;11.5;0
515;89.0;48;72.3;6;68.0;68.0;64.9;61.4;66.8;69.7;70.5;65.6;77.2;1
516;84.2;62;64.3;8;58.2;67.6;53.2;55.9;53.3;89.9;27.8;60.5;57.4;1
517;91.4;3;76.5;6;73.7;78.0;87.2;58.1;70.0;66.1;68.8;86.8;74.6;1
518;87.7;15;69.2;10;83.0;87.4;80.0;91.1;77.8;87.2;78.7;78.3;83.5;1
519;88.8;12;60.5;13;59.3;64.6;68.4;82.9;48.8;55.4;18.7;65.9;69.6;1
520;98.3;0;79.7;12;81.2;67.7;83.7;65.3;93.4;78.5;100.0;75.5;85.8;1
521;76.7;34;70.5;7;58.0;39.4;60.1;59.4;52.0;84.7;45.6;68.6;54.1;0
522;74.8;60;100.0;12;74.9;75.5;85.3;53.2;70.4;99.1;74.0;82.2;59.3;1
523;60.0;95;57.7;2;35.9;54.5;41.4;58.7;26.5;18.4;10.0;40.5;37.4;0
524;82.6;27;89.3;13;62.3;74.4;63.0;57.5;75.4;40.4;59.6;70.5;57.6;1
525;91.0;28;70.0;13;74.9;83.9;72.0;53.8;79.6;77.8;88.6;73.5;69.9;1
526;60.0;75;20.4;4;34.4;29.2;26.7;38.6;44.8;41.7;34.6;19.5;40.1;0
527;60.0;73;35.7;2;34.5;14.6;41.9;29.8;24.6;54.1;15.3;34.7;61.1;0
528;63.7;50;52.6;8;61.7;61.2;61.2;34.5;64.3;74.6;50.3;73.4;74.2;0
529;84.9;38;71.7;7;75.7;74.2;62.1;91.4;79.1;69.8;96.3;97.3;35.4;1
530;87.9;33;58.0;11;77.2;74.9;66.7;74.9;83.5;100.0;54.1;93.2;70.1;1
531;46.6;89;33.9;3;46.1;27.8;35.9;61.0;26.8;75.4;78.7;33.3;30.1;0
532;77.8;66;77.0;6;75.3;72.1;76.6;59.5;81.6;83.5;79.7;75.4;73.9;1
533;88.5;39;77.6;10;77.9;77.2;71.8;87.1;74.2;92.5;83.8;46.5;90.0;1
